0 5000 40.9 8.22739 0.999202 0.00189892
1 5000 36.9 5.04876 1.00082 0.00183121
2 4995 41 7.74597 0.999201 0.00213146
3 4985.01 37 5.3479 1.00089 0.00188712
4 4970.05 41.4 5.69561 0.998815 0.00184037
5 4950.17 35.5 5.44518 1.00119 0.00187271
6 4925.42 41.4 5.64269 0.998886 0.00172878
7 4895.87 35.9 4.57056 1.00119 0.00157971
8 4861.6 41.7 5.13907 0.998954 0.00162715
9 4822.71 36.6 4.49889 1.00104 0.00164442
10 4779.3 41.6 5.004 0.998915 0.00162247
11 4731.51 36.4 4.8621 1.0014 0.00178123
12 4679.46 43 5.98331 0.998698 0.00179381
13 4623.31 36.9 5.52178 1.00134 0.00180632
14 4563.21 43.1 6.05723 0.99871 0.00188114
15 4499.32 37.2 5.70614 1.00136 0.00188685
16 4431.83 43.3 6.2458 0.99874 0.00179084
17 4360.92 37.7 5.67539 1.00122 0.00179489
18 4286.79 43 5.72713 0.998767 0.00173529
19 4209.62 37.7 5.17784 1.00131 0.00185183
20 4129.64 43.2 5.84466 0.998382 0.00197807
21 4047.05 36.5 4.6744 1.00183 0.00229828
22 3962.06 43.9 6.71491 0.998137 0.0023417
23 3874.9 36.5 4.6744 1.00194 0.00236417
24 3785.77 44 6.60303 0.998209 0.00241299
25 3694.91 37.2 4.85386 1.00184 0.00217349
26 3602.54 44 6.13188 0.997841 0.00226658
27 3508.88 36.2 4.62169 1.0024 0.00204011
28 3414.14 44.6 5.004 0.9974 0.00221003
29 3318.54 35.7 5.001 1.00275 0.00274557
30 3222.3 44.8 5.97997 0.997152 0.00283637
31 3125.63 35.6 4.96387 1.00302 0.00267955
32 3028.74 45 5.2345 0.996906 0.00282426
33 2931.82 35.6 4.88262 1.00322 0.00285769
34 2835.07 45 4.87852 0.997115 0.00268263
35 2738.68 36.8 4.4 1.00275 0.00237843
36 2642.82 44.3 5.06063 0.997545 0.00174774
37 2547.68 37.8 3.78946 1.00272 0.00198025
38 2453.42 44.7 5.728 0.997032 0.00238927
39 2360.19 37.4 3.49857 1.00255 0.0013586
40 2268.14 43.4 4.36348 0.997315 0.00138304
41 2177.41 37.3 2.93428 1.00166 0.00202618
42 2088.14 40.9 5.06853 0.998471 0.00209493
43 2000.44 37.7 2.57099 1.00176 0.00254504
44 1914.42 41.2 5.65332 0.99802 0.00231876
45 1830.19 37.4 2.2 1.0017 0.00234022
46 1747.83 40.5 5.38981 0.998402 0.00294297
47 1667.43 37.7 3.52278 1.00133 0.00370752
48 1589.06 39.9 6.20403 0.998498 0.00379202
49 1512.78 37.5 3.58469 1.00133 0.00397036
50 1438.66 39.5 6.21691 0.999035 0.00382499
51 1366.72 38.1 3.53412 1.00118 0.00398047
52 1297.02 39.7 5.44151 0.999237 0.00385831
53 1229.58 38.7 4.19643 1.00033 0.00391603
54 1164.41 39.1 4.84665 0.99942 0.00624605
55 1101.53 38.4 5.08331 1.00203 0.00792874
56 1040.95 40.6 5.98665 0.999072 0.00803633
57 982.653 39.6 4.54313 1.00146 0.00780743
58 926.642 41 5.44059 0.998109 0.00996022
59 872.897 39.2 7.22219 0.999274 0.0123045
60 821.396 38.5 4.94469 1.00188 0.0100848
61 772.112 40 5 0.999826 0.0129608
62 725.013 39.6 7.05975 1.00133 0.0131678
63 680.062 40.5 4.65296 0.999315 0.00990931
64 637.218 40 4.5607 0.999594 0.0113132
65 596.436 39.7 4.24382 0.997702 0.00950187
66 557.668 38.3 3.97618 1.00273 0.00876899
67 520.862 39.8 4.23792 0.997251 0.0157187
68 485.964 38.3 6.08358 1.00368 0.0186349
69 452.919 40 5.05964 0.997055 0.0167786
70 421.667 38.6 6.08605 1.00006 0.0244531
71 392.151 38.5 6.65207 1.00313 0.0252411
72 364.308 39.6 6.77052 0.993779 0.0262397
73 338.078 37.2 6.32139 1.0023 0.0213272
74 313.398 37.9 5.3563 1.00779 0.0295306
75 290.207 40.2 6.56963 0.998889 0.0347104
76 268.441 39.7 6.19758 1.0005 0.0318656
77 248.04 39.7 4.12432 1.0085 0.0284024
78 228.941 41.7 4.79687 0.981649 0.0466653
79 211.083 37.2 7.37292 1.03039 0.05683
80 194.408 43.2 6.38436 0.967078 0.0429269
81 178.855 36.5 5.16236 1.03981 0.0680467
82 164.368 43.1 7.55579 0.973294 0.0634742
83 150.89 38.3 4.62709 1.02483 0.0848378
84 138.366 41.5 8.67468 0.9933 0.102524
85 126.743 39.8 6.4622 1.00272 0.093736
86 115.97 39.6 6.26418 1.01659 0.0740107
87 105.996 41.2 3.54401 0.963962 0.0602486
88 96.7748 37.1 4.22966 1.03768 0.0798328
89 88.2586 40.4 3.97995 0.983245 0.0828943
90 80.4036 38.6 4.69468 1.08447 0.0583767
91 73.1673 45 3.54965 0.982275 0.0705651
92 66.509 43.5 4.69574 0.941501 0.0492165
93 60.3902 39.4 4.27083 1.06056 0.0426576
94 54.7739 42.9 3.80657 0.96314 0.0914303
95 49.6252 40.6 2.33238 1.03639 0.0841007
96 44.9108 41.7 4.36005 0.972121 0.175841
97 40.5993 39.7 4.9 1.09198 0.184197
98 36.6612 42.7 3.57911 0.966172 0.169762
99 33.0684 40.9 4.22966 0.932167 0.194508
100 29.7946 37.9 5.02892 1.2789 0.314647
101 26.8152 44.2 5.26878 1.01078 0.276528
102 24.1068 43.5 3.61248 0.96411 0.33528
103 21.6479 41.4 4.92341 0.818032 0.397813
104 19.4182 35.5 6.42262 1.45907 0.627329
105 17.3987 40.5 4.38748 1.04427 0.186147
106 15.5718 41 3.1305 1.10123 0.629237
107 13.9212 40.5 5.0448 1.25702 0.61
108 12.4317 42 3.82099 1.12723 0.86088
109 11.089 40.1 9.27847 1.31995 1.0831
110 9.88033 39.5 3.00832 1.01189 0.446285
111 8.7935 38.6 3.69324 0.9199 0.337315
112 7.81742 37.3 5.55068 1.81343 1.974
113 6.94187 38.1 5.68243 1.29683 0.586389
