0 5000 26.3 4.77598 1.0001 0.0014944
1 5000 26.8 4.70744 0.999901 0.00149335
2 4995 26.3 4.77598 1.00012 0.0015325
3 4985.01 26.9 4.84665 0.999919 0.0014637
4 4970.05 26.5 4.54423 1.00006 0.00148017
5 4950.17 26.8 4.87442 1.00008 0.00158877
6 4925.42 27.2 5.05569 1.00002 0.00140008
7 4895.87 27.3 4.79687 0.999939 0.00152507
8 4861.6 27 5.4037 1.00004 0.00150323
9 4822.71 27.2 4.70744 0.999959 0.00151373
10 4779.3 27 5.4037 0.999854 0.00163425
11 4731.51 26.3 4.755 0.999956 0.00154155
12 4679.46 26.1 4.88774 1.0003 0.00154644
13 4623.31 27.5 4.88365 0.999785 0.00140488
14 4563.21 26.5 4.31856 1.00039 0.00142237
15 4499.32 28.3 5.11957 0.999334 0.00148725
16 4431.83 25.3 3.63456 1.00032 0.0013354
17 4360.92 26.7 4.79687 0.999818 0.00120048
18 4286.79 25.9 3.26956 1.00007 0.00122618
19 4209.62 26.2 5.01597 1.00002 0.00133736
20 4129.64 26.3 3.40735 1.00022 0.00127017
21 4047.05 27.2 4.44522 0.999829 0.00130818
22 3962.06 26.5 3.26343 1.0002 0.00109899
23 3874.9 27.3 3.79605 0.999691 0.00104975
24 3785.77 26 2.48998 1.00053 0.00118756
25 3694.91 28 3.82099 0.99946 0.00125171
26 3602.54 26 3.25576 1.00053 0.00116774
27 3508.88 27.9 3.3 0.99946 0.00108501
28 3414.14 26 3.06594 1.00059 0.00105729
29 3318.54 28 3.16228 0.999337 0.000977458
30 3222.3 25.8 2.92575 1.00071 0.00100053
31 3125.63 28.1 3.38969 0.999393 0.00123366
32 3028.74 26.2 2.95973 1.0005 0.00117352
33 2931.82 27.7 3.0348 0.999421 0.00128528
34 2835.07 26 2.19089 1.00064 0.00154466
35 2738.68 27.8 3.31059 0.998945 0.00198874
36 2642.82 24.9 3.26956 1.00171 0.00220484
37 2547.68 29.4 3.90384 0.99816 0.00221694
38 2453.42 24.7 3.43657 1.00184 0.00231779
39 2360.19 29.2 3.89358 0.998182 0.00226822
40 2268.14 24.9 3.67287 1.00137 0.00212329
41 2177.41 28 3.43511 0.999266 0.000801085
42 2088.14 26.4 3.35261 1.0012 0.00123695
43 2000.44 28.9 3.36006 0.999051 0.00136623
44 1914.42 27 3 1.0011 0.00146981
45 1830.19 29.1 3.33017 0.998692 0.00234468
46 1747.83 26.7 2.41039 1.00155 0.00255008
47 1667.43 29.4 3.55528 0.998507 0.00346576
48 1589.06 26.9 3.96106 1.00196 0.00442789
49 1512.78 30 3.74166 0.998229 0.00514413
50 1438.66 27.3 4.87955 1.0019 0.00533414
51 1366.72 30 3.89872 0.997605 0.00577023
52 1297.02 26.7 5.11957 1.00381 0.00745654
53 1229.58 31.6 5.33292 0.996946 0.00803879
54 1164.41 27.8 5.32541 1.00304 0.00718535
55 1101.53 31.3 3.68917 0.996763 0.00705569
56 1040.95 27.7 5.001 1.00368 0.00675074
57 982.653 31.5 4.82183 0.996572 0.00728201
58 926.642 28.1 5.20481 1.00414 0.00783098
59 872.897 31.9 4.36921 0.993991 0.00947342
60 821.396 26.6 6.16766 1.00381 0.00775564
61 772.112 29.7 3.19531 0.995647 0.0089664
62 725.013 26.3 6.34114 1.00212 0.00979618
63 680.062 27.8 2.92575 0.999012 0.00905634
64 637.218 27.1 5.57584 1.00255 0.00887562
65 596.436 28.7 3.1 0.99569 0.00877022
66 557.668 26.1 4.90816 1.00308 0.00778881
67 520.862 27.8 3.4 0.995998 0.0064494
68 485.964 25.7 4.00125 1.00321 0.0154618
69 452.919 27.2 6.4 0.998134 0.0153197
70 421.667 26.3 2.72213 0.996381 0.0184178
71 392.151 24.7 7.33553 1.00807 0.016538
72 364.308 27 4.07431 1.00128 0.0192493
73 338.078 27.4 6.35925 1.00315 0.0198135
74 313.398 28.4 3.52704 0.992555 0.0191865
75 290.207 26 5.77927 1.00533 0.0173368
76 268.441 27.5 2.65518 0.993412 0.0138231
77 248.04 25.7 3.71618 0.996138 0.0180452
78 228.941 24.7 4.33705 1.00909 0.0253578
79 211.083 26.7 1.9 0.996217 0.0307416
80 194.408 25.8 5.05569 1.00088 0.026967
81 178.855 25.9 2.3 0.9965 0.0284655
82 164.368 25.2 3.995 1.02347 0.0380156
83 150.89 28.9 3.78021 1.01238 0.0467094
84 138.366 29.9 4.90816 0.981331 0.0505244
85 126.743 27.1 4.13401 1.04189 0.0419738
86 115.97 32.2 3.54401 0.968121 0.0634339
87 105.996 28.2 4.72864 1.01893 0.0757863
88 96.7748 29.9 3.96106 0.955319 0.0575717
89 88.2586 25.3 2.64764 1.07648 0.130705
90 80.4036 31.2 8.44748 0.989424 0.132783
91 73.1673 29.6 5.35164 0.972123 0.121072
92 66.509 27 4.14729 1.10501 0.161864
93 60.3902 32.9 7.46257 0.949127 0.151204
94 54.7739 29 4.51664 1.00136 0.0785321
95 49.6252 28.9 3.14484 0.961105 0.175729
96 44.9108 26.2 6.4 1.02922 0.182564
97 40.5993 26.7 4.02616 1.00256 0.197829
98 36.6612 26 5.09902 1.08753 0.24289
99 33.0684 28.1 4.06079 0.975565 0.223295
100 29.7946 25.2 2.67582 1.08159 0.190119
101 26.8152 27.1 3.2078 0.976961 0.16919
102 24.1068 26.1 4.08534 1.29028 0.373505
103 21.6479 31.2 4.87442 0.851379 0.273105
104 19.4182 26.7 3.00167 1.03709 0.301978
105 17.3987 26.4 5.1225 0.900215 0.249262
106 15.5718 23.8 2.03961 1.31881 0.353089
107 13.9212 27.6 3.82623 1.16848 0.348682
108 12.4317 29 5.53173 0.926167 0.459664
109 11.089 26.3 5.06063 0.869786 0.229319
110 9.88033 24.4 4.8 1.0699 0.520348
111 8.7935 23.9 4.41475 1.00698 0.560474
112 7.81742 22.7 3.71618 1.44746 0.806022
113 6.94187 24.2 3.89358 1.34606 0.749572
114 6.15744 24.8 3.18748 1.95184 1.42333
115 5.45549 27.8 4.55631 1.34443 1.46158
116 4.82811 26.6 7.45922 5.44004 6.273
117 4.26805 28.7 4.81768 2.57637 3.58314
118 3.76869 30.4 4.69468 0.733392 0.773162
119 3.32398 28 3.87298 1.30772 1.24029
120 2.92843 27.2 4.19047 1.91028 2.39493
121 2.57702 26.6 4.07922 1.31687 1.4767
122 2.2652 25.7 3.71618 7.55598 9.61702
123 1.98884 28.8 5.50999 4.21813 9.94285
124 1.74422 27 5.93296 63.3729 161.931
125 1.52793 28.8 4.77074 0.992957 0.931678
126 1.33694 27 3.63318 1.76066 1.16094
127 1.16849 27.3 3.49428 2.32202 2.62927
128 1.02009 26.5 5.20096 11.339 15.3315
129 0.889517 27.3 4.79687 2483.09 7432.78
130 0.77477 26.1 6.67008 6.74311 5.44791
131 0.67405 26.6 4.90306 41.4443 112.238
132 0.585749 27.2 5.1923 9.14257 13.9162
133 0.50843 25 4.77493 13491 39966.7
134 0.440809 26.6 5.95315 25315.9 38649.8
135 0.381741 27.8 7.38647 718724 1.99876e+06
136 0.330206 29 9.2844 3.32504e+09 9.97512e+09
137 0.285298 29 8.16088 3694.43 11060.8
138 0.246212 26 6.89928 19587.7 58723.1
139 0.212235 25.9 7.09154 1238.42 3712.59
140 0.182734 26 7.54983 48.0078 95.0166
141 0.157151 25.2 7.66551 0.20069 0.399656
142 0.134993 23.8 7.4135 0.700061 0.458165
143 0.115824 23 6.63325 9.96411e+13 2.98923e+14
144 0.0992611 23.5 7.39256 1.33605e+12 4.00815e+12
145 0.0849675 23.3 6.40391 1 0
146 0.0726472 23.3 6.40391 9.04196e+10 2.71257e+11
147 0.0620407 24 5.93296 1.00105e+20 3.00315e+20
148 0.0529207 23.8 6.56963 4.16416e+23 1.24925e+24
149 0.0450885 23.9 7.32735 1.83699e+18 5.51097e+18
150 0.0383703 24.4 6.9455 0.6 0.489898
151 0.0326147 23.4 6.98856 1.28503e+26 1.96291e+26
152 0.0276899 24 6.48074 1.12884e+46 3.38652e+46
153 0.023481 24.3 6.49692 3.12991e+17 9.38973e+17
154 0.0198884 24.4 6.66633 0.9 0.3
155 0.0168256 24.3 6.58863 6.47871e+24 1.94361e+25
156 0.0142177 24.4 6.62118 3.51674e+29 1.05502e+30
157 0.0119997 24.5 6.4846 1 0
158 0.0101157 24.5 6.4846 7.32873e+84 2.19862e+85
159 0.00851746 25 6.52687 1 0
160 0.00716318 25 6.52687 1 0
161 0.00601707 25 6.52687 1 0
162 0.00504833 25 6.52687 1 0
163 0.0042305 25 6.52687 0.9 0.3
164 0.00354093 24.8 6.24179 0.9 0.3
165 0.00296021 24.7 6.11637 1 0
166 0.00247178 24.7 6.11637 1 0
167 0.00206146 24.7 6.11637 1 0
168 0.0017172 24.7 6.11637 8.10311e+251 inf
169 0.00142871 24.8 6.24179 1 0
170 0.00118726 24.8 6.24179 1 0
171 0.000985424 24.8 6.24179 0.8 0.4
172 0.000816916 24.7 6.11637 1 0
173 0.000676407 24.7 6.11637 0.9 0.3
174 0.000559388 24.7 6.11637 1 0
175 0.000462055 24.7 6.11637 1 0
176 0.000381195 24.7 6.11637 0.7 0.458258
177 0.000314105 24.4 6.35925 1 0
178 0.000258508 24.4 6.35925 1 0
179 0.000212494 24.4 6.35925 0.9 0.3
180 0.000174458 24.3 6.2458 0.7 0.458258
181 0.000143055 24.3 6.2458 1 0
182 0.000117162 24.3 6.2458 1 0
183 9.58387e-05 24.3 6.2458 1 0
184 7.83002e-05 24.3 6.2458 0.9 0.3
185 6.3893e-05 24 6.18061 0.9 0.3
186 5.20728e-05 23.9 5.99083 1 0
187 4.23873e-05 23.9 5.99083 1 0
188 3.44609e-05 23.9 5.99083 1 0
189 2.79823e-05 23.9 5.99083 1 0
190 2.26936e-05 23.9 5.99083 1 0
191 1.83819e-05 23.9 5.99083 0.9 0.3
