4995 1.0004
4925.42 1.00122
4861.6 1.00185
4779.3 1.00209
4679.46 1.00235
4563.21 1.00263
4431.83 1.00203
4286.79 1.00093
4129.64 1.00097
3962.06 1.00101
3785.77 1.00159
3602.54 1.00167
3414.14 1.00059
3222.3 1.00062
3028.74 1.00066
2931.82 1.00205
2738.68 1.00146
2088.14 1.00288
1914.42 1.00524
1747.83 1.01499
1589.06 1.01842
1438.66 1.02178
1297.02 1.02261
1164.41 1.02522
1040.95 1.03519
926.642 1.03402
821.396 1.03216
725.013 1.01249
637.218 1.01422
557.668 1.0328
485.964 1.04631
421.667 1.04114
338.078 1.02698
290.207 1.02795
248.04 1.06663
211.083 1.12574
178.855 1.19592
150.89 1.13419
126.743 1.11679
115.97 1.0531
80.4036 1.02519
66.509 1.45629
49.6252 1.29948
40.5993 1.10354
33.0684 2.40361
26.8152 1.11838
24.1068 1.33693
19.4182 1.36205
17.3987 2.50831
13.9212 9.27029
12.4317 1.08376
9.88033 2.24721
7.81742 5.99468
5.45549 7.51062
4.82811 6.45003
4.26805 2.0196
2.57702 7517.97
1.98884 1.65335
1.33694 19.9236
1.16849 72.1711
1.02009 2546.45
0.889517 3.07777
0.50843 7.14804
0.440809 7.88045e+06
0.381741 35536.7
0.182734 56662.7
0.115824 9.96411e+14
0.0529207 1.07782e+41
0.0450885 4.28601e+09
0.0383703 4.33533e+22
0.0168256 4.19737e+51
0.0101157 8.5608e+42
0.0042305 4.55029e+102
