5000 1.00622
4985.01 1.00624
4950.17 1.00689
4895.87 1.00779
4822.71 1.0077
4731.51 1.00742
4623.31 1.00804
4499.32 1.00781
4360.92 1.00783
4209.62 1.00763
4047.05 1.00819
3874.9 1.01142
3694.91 1.01253
3508.88 1.01493
3318.54 1.0161
3125.63 1.0171
2931.82 1.01789
2738.68 1.01917
2547.68 1.01582
2360.19 1.01451
2177.41 1.01434
2000.44 1.01562
1830.19 1.02042
1667.43 1.01938
1512.78 1.02341
1366.72 1.02669
1229.58 1.0222
1101.53 1.03416
982.653 1.03731
872.897 1.04929
772.112 1.05317
680.062 1.0208
596.436 1.00336
520.862 1.01938
452.919 1.05442
392.151 1.0443
338.078 1.08314
290.207 1.03863
268.441 1.00373
228.941 1.04009
194.408 1.06916
164.368 1.16427
126.743 1.07359
105.996 1.1412
96.7748 1.01039
88.2586 1.11997
66.509 1.11099
54.7739 1.2003
49.6252 1.04113
40.5993 1.94456
36.6612 1.02765
26.8152 2.94903
21.6479 1.58715
17.3987 3.54119
15.5718 2.02669
11.089 5.54781
8.7935 21.5516
7.81742 1.29154
5.45549 15.6352
3.76869 1.30388
2.57702 2.17296
1.98884 33.7721
1.74422 5430.88
1.02009 955.418
0.67405 1665.45
0.585749 5.51359
0.50843 2.37338e+15
0.381741 487917
0.330206 3.7681e+06
0.246212 3371.41
0.182734 1.34879e+07
0.0726472 950889
0.0276899 5.45563e+62
0.0101157 8.5608e+42
0.00504833 1.20868e+258
