5000 1.0018
4985.01 1.00181
4950.17 1.00182
4895.87 1.00184
4822.71 1.00187
4731.51 1.00127
4623.31 1.00217
4499.32 1.00223
4360.92 1.0023
4209.62 1.00238
4047.05 1.00247
3874.9 1.00233
3694.91 1.0019
3508.88 1.002
3318.54 1.00241
3125.63 1.0016
2931.82 1.00171
2738.68 1.00183
2453.42 1.00245
2268.14 1.00265
2088.14 1.00288
1914.42 1.00314
1747.83 1.00344
1589.06 1.00252
1438.66 1.00278
1297.02 1.00309
1164.41 1.0043
1040.95 1.00578
926.642 1.01413
821.396 1.01348
725.013 1.01389
637.218 1.02704
520.862 1.03119
452.919 1.04054
392.151 1.01542
338.078 1.04228
290.207 1.00692
228.941 1.03105
164.368 1.04351
138.366 1.0368
115.97 1.03509
105.996 1.02871
88.2586 1.02292
73.1673 1.04185
60.3902 1.1229
49.6252 1.10601
40.5993 1.24817
33.0684 1.06235
29.7946 1.14368
26.8152 1.07744
19.4182 1.76205
13.9212 2.54422
11.089 1.71785
7.81742 1.13646
6.94187 4.87728
6.15744 3.11689
3.32398 2.46584
2.57702 15.1246
2.2652 3.75988
1.52793 1.92414
1.33694 838.643
1.16849 2.35328
0.889517 89.7314
0.67405 19.4363
0.381741 13.73
0.330206 182347
0.182734 56662.7
0.157151 336581
0.0726472 950889
0.0529207 1.60883e+08
0.0326147 2.06964e+13
0.0276899 2.33573e+31
0.023481 3.12991e+18
