0 5000 15 0.999
1 5000 10 1.001
2 4995 15 0.998999
3 4985.01 10 1.0008
4 4970.05 14 0.999397
5 4950.17 11 1.00061
6 4925.42 14 0.999391
7 4895.87 11 1.00061
8 4861.6 14 0.999383
9 4822.71 11 1.00062
10 4779.3 14 0.999372
11 4731.51 11 1
12 4679.46 11 0.999359
13 4623.31 8 1.00065
14 4563.21 11 0.999343
15 4499.32 8 1.00067
16 4431.83 11 0.999323
17 4360.92 8 1.00069
18 4286.79 11 0.9993
19 4209.62 8 1.00071
20 4129.64 11 0.999274
21 4047.05 8 1.00074
22 3962.06 11 0.999243
23 3874.9 8 1.00077
24 3785.77 11 0.999472
25 3694.91 9 1.00054
26 3602.54 11 0.999445
27 3508.88 9 1.00057
28 3414.14 11 0.999414
29 3318.54 9 1.0006
30 3222.3 11 0.99938
31 3125.63 9 1.00064
32 3028.74 11 0.99934
33 2931.82 9 1.00068
34 2835.07 11 0.999295
35 2738.68 9 1.00073
36 2642.82 11 0.999244
37 2547.68 9 1.00079
38 2453.42 11 0.999185
39 2360.19 9 1.00085
40 2268.14 11 0.999119
41 2177.41 9 1.00092
42 2088.14 11 0.999043
43 2000.44 9 1.001
44 1914.42 11 0.998956
45 1830.19 9 1.00109
46 1747.83 11 0.998856
47 1667.43 9 1.0012
48 1589.06 11 0.998742
49 1512.78 9 1.00132
50 1438.66 11 0.998611
51 1366.72 9 1.00146
52 1297.02 11 0.998459
53 1229.58 9 1.00244
54 1164.41 12 0.997427
55 1101.53 9 1.00273
56 1040.95 12 0.997122
57 982.653 9 1.00306
58 926.642 12 0.996768
59 872.897 9 1
60 821.396 9 1.00122
61 772.112 10 1.0013
62 725.013 11 0.997245
63 680.062 9 1.00295
64 637.218 11 0.996866
65 596.436 9 1
66 557.668 9 0.998208
67 520.862 8 1.00192
68 485.964 9 0.997944
69 452.919 8 1.00221
70 421.667 9 1.01674
71 392.151 16 0.974822
72 364.308 6 1.02501
73 338.078 15 0.97373
74 313.398 6 1.03903
75 290.207 18 0.962805
76 268.441 7 1.05354
77 248.04 21 0.945121
78 228.941 7 1.03105
79 211.083 14 0.958259
80 194.408 5 1.06367
81 178.855 17 0.956257
82 164.368 9 1.05628
83 150.89 18 0.954668
84 138.366 11 1.08274
85 126.743 22 0.895422
86 115.97 8 1.03509
87 105.996 12 0.953924
88 96.7748 7 1.13202
89 88.2586 19 0.853316
90 80.4036 5 1.10462
91 73.1673 13 1.01376
92 66.509 14 0.913736
93 60.3902 8 1.06848
94 54.7739 12 1.01842
95 49.6252 13 0.834135
96 44.9108 4 1.16867
97 40.5993 11 0.884127
98 36.6612 6 1.05607
99 33.0684 8 1.23576
100 29.7946 15 0.817603
101 26.8152 9 1.39882
102 24.1068 18 0.959367
103 21.6479 17 0.630062
104 19.4182 7 1.43403
105 17.3987 14 0.750228
106 15.5718 9 1.37863
107 13.9212 14 0.750263
108 12.4317 10 1.37955
109 11.089 14 1.31067
110 9.88033 17 0.66708
111 8.7935 13 1.97847
112 7.81742 19 1
113 6.94187 19 0.649105
114 6.15744 16 0.614334
115 5.45549 13 2.50054
116 4.82811 18 0.537213
117 4.26805 15 0.625879
118 3.76869 13 1.30388
119 3.32398 14 1.351
120 2.92843 15 0.255146
121 2.57702 11 2.17296
122 2.2652 13 2.41796
123 1.98884 15 2.73357
124 1.74422 17 5.58437
125 1.52793 20 13.7071
126 1.33694 24 1
127 1.16849 24 5.5379
128 1.02009 26 0.0198167
129 0.889517 22 89.7314
130 0.77477 26 0.0208142
131 0.67405 23 3.08926e-05
132 0.585749 16 0.0328951
133 0.50843 14 0.139898
134 0.440809 13 0.0107043
135 0.381741 11 1
136 0.330206 11 20.6645
137 0.285298 12 0.000902607
138 0.246212 10 3.83208e+10
139 0.212235 16 1
140 0.182734 16 1
141 0.157151 16 1
142 0.134993 16 1
143 0.115824 16 1
144 0.0992611 16 1.32932e-22
145 0.0849675 11 1
146 0.0726472 11 1.28632e-30
147 0.0620407 6 1
148 0.0529207 6 2.58832e+16
149 0.0450885 8 1
150 0.0383703 8 1
151 0.0326147 8 1
152 0.0276899 8 4.83294e+15
153 0.023481 9 1
154 0.0198884 9 1
155 0.0168256 9 1
156 0.0142177 9 1
157 0.0119997 9 1
158 0.0101157 9 1
159 0.00851746 9 1
160 0.00716318 9 1
161 0.00601707 9 1
162 0.00504833 9 1
163 0.0042305 9 1
164 0.00354093 9 1
165 0.00296021 9 1
166 0.00247178 9 1
167 0.00206146 9 1
168 0.0017172 9 1
169 0.00142871 9 1
170 0.00118726 9 1
171 0.000985424 9 1
172 0.000816916 9 1
173 0.000676407 9 1
174 0.000559388 9 1
175 0.000462055 9 1
176 0.000381195 9 1
177 0.000314105 9 1
178 0.000258508 9 1
179 0.000212494 9 1
180 0.000174458 9 1
181 0.000143055 9 1
182 0.000117162 9 1
183 9.58387e-05 9 1
184 7.83002e-05 9 1
185 6.3893e-05 9 1
186 5.20728e-05 9 1
187 4.23873e-05 9 1
188 3.44609e-05 9 1
189 2.79823e-05 9 1
190 2.26936e-05 9 1
191 1.83819e-05 9 1
192 1.48709e-05 9 1
193 1.20157e-05 9 1
194 9.69672e-06 9 0
195 7.81558e-06 8 1
196 6.29156e-06 8 1
197 5.05843e-06 8 1
198 4.06194e-06 8 1
199 3.2577e-06 8 inf
200 2.60944e-06 8 1
201 2.08757e-06 8 1
202 1.66799e-06 8 1
203 1.33107e-06 8 1
204 1.06089e-06 8 1
205 8.44486e-07 8 1
206 6.71387e-07 8 1
207 5.33102e-07 8 1
208 4.2277e-07 8 1
209 3.34855e-07 8 1
210 2.64891e-07 8 1
211 2.09285e-07 8 1
212 1.65147e-07 8 1
213 1.30157e-07 8 1
214 1.02455e-07 8 1
215 8.05509e-08 8 1
216 6.3254e-08 8 1
217 4.96127e-08 8 1
218 3.88685e-08 8 1
219 3.04169e-08 8 1
220 2.37775e-08 8 1
221 1.85685e-08 8 1
222 1.44869e-08 8 1
223 1.1293e-08 8 1
224 8.79699e-09 8 1
225 6.84887e-09 8 1
226 5.33037e-09 8 1
227 4.14831e-09 8 1
228 3.22934e-09 8 1
229 2.51585e-09 8 1
230 1.96262e-09 8 1
231 1.53422e-09 8 1
232 1.20291e-09 8 1
233 9.47038e-10 8 1
234 7.49678e-10 8 1
235 5.97653e-10 8 1
236 4.80705e-10 8 1
237 3.90859e-10 8 1
238 3.21925e-10 8 1
239 2.69107e-10 8 1
240 2.2869e-10 8 1
241 1.97805e-10 8 1
242 1.74234e-10 8 1
243 1.56269e-10 8 1
244 1.42596e-10 8 1
245 1.32202e-10 8 1
246 1.24313e-10 8 1
247 1.18332e-10 8 1
248 1.13804e-10 8 1
249 1.10381e-10 8 1
250 1.07796e-10 8 1
251 1.05847e-10 8 1
252 1.04379e-10 8 1
253 1.03276e-10 8 1
254 1.02447e-10 8 1
255 1.01825e-10 8 1
256 1.0136e-10 8 1
257 1.01012e-10 8 1
258 1.00752e-10 8 1
259 1.00558e-10 8 1
260 1.00413e-10 8 1
261 1.00306e-10 8 1
262 1.00226e-10 8 1
263 1.00167e-10 8 1
264 1.00123e-10 8 1
265 1.0009e-10 8 1
266 1.00067e-10 8 1
267 1.00049e-10 8 1
268 1.00036e-10 8 1
269 1.00026e-10 8 1
270 1.00019e-10 8 1
271 1.00014e-10 8 1
272 1.0001e-10 8 1
273 1.00007e-10 8 1
274 1.00005e-10 8 1
275 1.00004e-10 8 1
276 1.00003e-10 8 1
277 1.00002e-10 8 1
278 1.00001e-10 8 1
