5000 1.0024
4995 1.002
4970.05 1.00201
4925.42 1.00203
4861.6 1.00206
4779.3 1.00209
4679.46 1.00214
4563.21 1.00219
4431.83 1.00226
4286.79 1.00234
4129.64 1.00242
3962.06 1.00253
3785.77 1.00264
3602.54 1.00278
3414.14 1.00293
3222.3 1.00311
3028.74 1.00331
2835.07 1.00353
2642.82 1.00379
2453.42 1.00408
2268.14 1.00309
2088.14 1.00336
1914.42 1.00366
1747.83 1.00516
1589.06 1.00568
1438.66 1.00628
1297.02 1.00696
1164.41 1.00776
1040.95 1.00481
982.653 1.00102
926.642 1.00108
821.396 1.01225
725.013 1.01249
637.218 1.01263
557.668 1.01445
485.964 1.01242
421.667 1.00237
313.398 1.0032
248.04 1.02862
211.083 1.03863
164.368 1.01224
138.366 1.00725
115.97 1.02621
96.7748 1.13202
73.1673 1.11554
54.7739 1.0563
40.5993 1.0505
33.0684 1.35311
26.8152 1.11838
19.4182 1.10849
15.5718 1.47007
13.9212 1.1545
9.88033 1.22436
8.7935 1.25538
7.81742 1.66809
5.45549 1.44283
3.76869 2.21673
2.57702 2.17296
1.74422 3.14762
0.889517 29.1547
0.67405 4.40866
0.50843 7.14804
0.381741 2588.26
0.330206 427.021
0.246212 58.0638
0.0992611 23728.7
