5000 1.00341
4995 1.00341
4970.05 1.00343
4925.42 1.00346
4861.6 1.0035
4779.3 1.00272
4679.46 1.00278
4563.21 1.00417
4431.83 1.0043
4286.79 1.00421
4129.64 1.00461
3962.06 1.00481
3785.77 1.00503
3602.54 1.00529
3414.14 1.00558
3222.3 1.00249
3028.74 1.00397
2835.07 1.00424
2642.82 1.00569
2453.42 1.00654
2268.14 1.00797
2088.14 1.00866
1914.42 1.00945
1747.83 1.01151
1589.06 1.01267
1438.66 1.014
1297.02 1.01554
1164.41 1.0217
1040.95 1.02332
926.642 1.02513
821.396 1.02465
725.013 1.01529
637.218 1.03027
557.668 1.02726
485.964 1.06806
421.667 1.05606
364.308 1.06517
313.398 1.0625
268.441 1.04183
228.941 1.04922
178.855 1.03991
150.89 1.06852
138.366 1.01456
105.996 1.0483
96.7748 1.08618
73.1673 1.19444
54.7739 1.15726
44.9108 1.2494
36.6612 1.77325
33.0684 1.0307
17.3987 3.54119
13.9212 1.53879
11.089 2.69654
9.88033 3.72753
6.94187 1.54058
4.82811 5.24337
3.76869 1.7001
2.57702 337.203
2.2652 3.75988
1.52793 3.70232
1.16849 5.5379
0.889517 24781.4
0.77477 634.941
0.585749 924.14
0.246212 195757
0.212235 1.37684e+06
0.182734 238.039
0.00601707 1.50321e+72
0.00206146 4.70879e+210
