3618.0800 	 2131.8597 	  923.0600 	  546.8443 	  928.3000 	  551.2244
 134.0200 	   42.7104 	   38.6600 	    4.5149 	 1287.7400 	  245.4289
  49.8800 	    9.5784 	   43.3800 	    4.6342 	 1153.5800 	  299.3700
  53.5200 	   11.1090 	   43.5000 	    4.7339 	  420.4000 	  243.7146
  54.6200 	   11.0795 	   42.3000 	    4.2814 	   87.3400 	   79.3694
  54.1600 	   11.0243 	   43.9800 	    4.8104 	  276.5200 	  199.7284
  58.5000 	   11.9887 	   42.7000 	    4.3555 	   66.2600 	   30.7940
  55.6200 	   11.1873 	   43.9000 	    4.4911 	  205.9400 	  168.6100
  53.9200 	   10.7496 	   43.4200 	    4.9319 	 1128.8600 	  268.2361
  53.7000 	   11.3142 	   43.5800 	    4.8004 	  473.8600 	  272.1234
  53.9200 	   11.1711 	   43.3800 	    4.6342 	 1153.5800 	  299.3700
