3456.0800 	 1704.7277 	  857.7000 	  439.6260 	  861.5600 	  442.7175
  66.7800 	   29.9842 	   19.9000 	    2.4515 	  569.9800 	  174.6949
  32.9400 	   17.2944 	   22.3000 	    3.7749 	  609.3600 	  397.7724
  36.6400 	   18.1238 	   22.3800 	    3.3757 	  257.3800 	  350.0556
  36.3600 	   17.5086 	   22.4200 	    3.7847 	  107.6200 	  215.4394
  36.2000 	   16.4973 	   22.6200 	    3.6600 	  188.9400 	  291.0061
  36.8200 	   17.2171 	   21.7800 	    3.8015 	   75.8600 	  166.9254
  36.2200 	   16.7347 	   23.0600 	    3.7438 	  149.2200 	  252.3687
  38.2600 	   19.0964 	   23.6200 	    3.9944 	  598.5800 	  307.5394
  35.9200 	   17.2323 	   22.3800 	    3.4922 	  259.2600 	  340.1253
  36.6400 	   18.1678 	   22.3000 	    3.7749 	  609.3600 	  397.7724
