3380.2600 	 2380.5318 	  881.2200 	  611.6669 	  891.2400 	  620.0936
 194.6400 	   51.0693 	   52.7800 	    4.7552 	 1567.2200 	  150.9643
  73.8800 	   27.2240 	   57.3000 	    4.1097 	 1476.3000 	  194.8286
  77.7600 	   29.2319 	   57.0200 	    4.1303 	  791.6400 	  399.3496
  80.5400 	   29.3879 	   57.5000 	    4.5967 	  248.7000 	  377.2086
  77.9400 	   27.3886 	   58.1000 	    4.5793 	  560.9800 	  409.3155
  87.1400 	   25.9731 	   58.2600 	    4.6682 	  196.3200 	  352.2479
  79.7800 	   28.1874 	   58.3800 	    4.0934 	  413.7200 	  417.4436
  80.6800 	   29.3329 	   58.2200 	    4.8633 	 1502.1600 	  215.7415
  78.1600 	   29.1722 	   57.7400 	    3.9940 	  862.2000 	  387.7862
  78.2200 	   29.1879 	   57.3000 	    4.1097 	 1476.3000 	  194.8286
