3308.4400 	 1831.5091 	  834.7600 	  469.4113 	  841.2600 	  474.0470
 126.6800 	   47.0193 	   33.0400 	    3.5211 	 1125.6400 	  261.3058
  46.4000 	   11.2446 	   37.2400 	    4.5588 	 1077.3600 	  342.0281
  49.9800 	   12.4024 	   36.6000 	    4.4227 	  445.0800 	  327.4542
  50.4400 	   12.1953 	   35.7600 	    3.4673 	  130.0800 	  166.2275
  50.0000 	   12.0416 	   36.8000 	    4.7074 	  302.3800 	  273.6285
  51.8000 	   12.2442 	   36.2800 	    3.9499 	   88.9600 	  128.8633
  50.3600 	   11.4538 	   37.4000 	    4.3035 	  222.7600 	  205.3897
  50.0400 	   11.8709 	   37.0800 	    4.0142 	 1025.1600 	  316.2620
  49.7200 	   12.2393 	   36.3200 	    3.6411 	  478.8000 	  341.0375
  50.2000 	   12.5889 	   37.2400 	    4.5588 	 1077.3600 	  342.0281
