3296.3800 	 1661.0329 	  818.3000 	  420.7744 	  822.7600 	  422.1115
  46.2800 	   24.6934 	   13.8200 	    2.1512 	  295.2600 	   95.6378
  26.9800 	   13.8282 	   15.5800 	    2.8851 	  438.3400 	  380.0843
  30.0600 	   15.8939 	   15.2200 	    2.7517 	  156.0000 	  201.3642
  29.3000 	   15.3013 	   15.0200 	    2.9427 	   57.9400 	   92.2415
  30.2800 	   15.8418 	   15.6200 	    3.1931 	  123.8200 	  161.6715
  30.1800 	   16.4945 	   14.7400 	    2.9176 	   45.4000 	   95.5255
  30.6800 	   18.5369 	   15.9400 	    3.5237 	   99.7600 	  188.7154
  32.2800 	   15.5435 	   16.3400 	    3.3681 	  458.7200 	  306.3055
  29.9800 	   15.4370 	   15.5000 	    2.7731 	  162.7400 	  184.4918
  31.0400 	   16.1542 	   15.5800 	    2.8851 	  438.3400 	  380.0843
