5000 1.0006
4995 1.0006
4970.05 1.0006
4925.42 1.00061
4861.6 1.00062
4779.3 1.00063
4679.46 1.00064
4563.21 1.00066
4431.83 1.00068
4286.79 1.0014
4129.64 1.00145
3962.06 1.00152
3785.77 1.00159
3602.54 1.00167
3414.14 1.00176
3222.3 1.00186
3028.74 1.00198
2835.07 1.00212
2642.82 1.00227
2453.42 1.00245
2268.14 1.00265
2088.14 1.00288
1914.42 1.00262
1747.83 1.00286
1589.06 1.00315
1438.66 1.00348
1297.02 1.00386
1164.41 1.0043
1040.95 1.00481
926.642 1.00541
821.396 1.00611
725.013 1.00553
557.668 1.0072
485.964 1.00619
421.667 1.01193
313.398 1.00962
268.441 1.0226
228.941 1.01319
194.408 1.01034
178.855 1.01691
138.366 1.04432
126.743 1.03206
105.996 1.0483
80.4036 1.06416
66.509 1.07808
54.7739 1.0563
44.9108 1.09315
36.6612 1.05607
26.8152 1.038
24.1068 1.18049
21.6479 1.31938
17.3987 1.12182
15.5718 1.13705
9.88033 1.65874
8.7935 1.25538
7.81742 1.29154
5.45549 3.00359
4.82811 1.23013
4.26805 1.26402
2.92843 3.91933
1.74422 3.14762
1.16849 375916
0.889517 3.07777
0.285298 1.22745e+06
0.246212 3371.41
