5000 1.0014
4985.01 1.00181
4950.17 1.00182
4895.87 1.00184
4822.71 1.00187
4731.51 1.0019
4623.31 1.00173
4499.32 1.00133
4360.92 1.0023
4209.62 1.00214
4047.05 1.00297
3874.9 1.0031
3694.91 1.00325
3508.88 1.00343
3318.54 1.00574
3125.63 1.00674
2931.82 1.00513
2738.68 1.00549
2547.68 1.00749
2360.19 1.00723
2177.41 1.00738
2000.44 1.00803
1830.19 1.00878
1667.43 1.00662
1512.78 1.0073
1366.72 1.00882
1229.58 1.00653
1101.53 1.0082
982.653 1.01126
872.897 1.01617
772.112 1.00911
680.062 1.01481
596.436 1.00336
520.862 1.01159
421.667 1.01674
364.308 1.00275
338.078 1.0149
248.04 1.02448
178.855 1.06343
164.368 1.04351
138.366 1.09851
126.743 1.00792
105.996 1.03846
80.4036 1.22018
66.509 1.07808
54.7739 1.2003
44.9108 1.46013
33.0684 1.6223
24.1068 1.5141
21.6479 1.20295
19.4182 1.29368
15.5718 1.78241
11.089 1.43436
8.7935 2.21675
6.94187 3.16587
4.82811 1.23013
3.76869 6.40713
2.92843 30.4109
2.57702 2.17296
1.74422 5.58437
1.16849 72.1711
1.02009 358.469
0.889517 3.07777
0.67405 4.40866
0.585749 154896
0.440809 9.66544
0.212235 1.53171e+08
0.0168256 4.19737e+51
