5000 1.00421
4985.01 1.00342
4950.17 1.00142
4895.87 1.00143
4822.71 1.00145
4731.51 1.00169
4563.21 1.00066
4431.83 1.00158
4286.79 1.00163
4129.64 1.0017
3962.06 1.00126
3785.77 1.00026
3694.91 1.00081
3508.88 1.00114
3318.54 1.0009
3125.63 1.00064
2931.82 1.00342
2738.68 1.00659
2547.68 1.00591
2360.19 1.0068
2177.41 1.00322
2000.44 1.00351
1830.19 1.00328
1589.06 1.00189
1438.66 1.00418
1297.02 1.00541
1164.41 1.00689
1040.95 1.00771
926.642 1.01632
821.396 1.01225
725.013 1.01389
596.436 1.00673
557.668 1.00359
520.862 1.00385
421.667 1.00953
364.308 1.01104
338.078 1.04846
268.441 1.04183
211.083 1.03372
178.855 1.0575
164.368 1.0823
138.366 1.13073
115.97 1.26215
96.7748 1.20442
73.1673 1.22754
49.6252 1.29948
33.0684 1.12858
24.1068 1.64507
19.4182 2.80096
13.9212 1.65339
12.4317 6.89334
8.7935 33.9651
7.81742 6.81272
6.15744 4.31306
5.45549 1.73309
2.57702 7517.97
2.2652 310.758
1.74422 5.58437
1.16849 72.1711
0.77477 9.30565e+08
0.585749 2.59624e+07
0.50843 18661
0.381741 35536.7
0.212235 111.249
0.157151 1.13287e+11
0.134993 1648.79
0.0992611 7.52262e+21
0.0620407 1.0007e+14
0.0529207 1.07782e+41
0.0326147 3.79731e+66
0.0276899 4.83294e+15
0.023481 9.59684e+73
0.0101157 8.5608e+42
0.00504833 1.06521e+86
